N,P,K,temperature,humidity,ph,rainfall,label
19.4,131.56,198.9,37.36,84.65,5.8,73.64,grapes
33.45,143.27,197.46,27.62,81.37,6.32,65.05,grapes
26.94,128.48,198.23,29.93,84.26,6.11,73.53,grapes
17.94,132.99,199.51,8.4,82.78,6.16,70.92,grapes
32.09,134.28,195.67,11.96,82.98,5.77,65.8,grapes
22.89,133.86,198.29,32.49,83.22,5.83,72.55,grapes
29.46,135.94,200.53,8.39,83.48,5.88,74.43,grapes
34.54,134.69,197.52,14.93,81.7,5.98,67.96,grapes
25.45,124.13,204.78,11.67,84.66,6.41,70.25,grapes
31.75,130.9,201.3,19.58,81.51,6.08,69.98,grapes
27.39,127.17,198.67,10.85,80.26,5.75,65.74,grapes
13.11,140.32,195.39,30.4,81.36,6.37,69.85,grapes
19.17,132.94,198.82,27.19,80.57,6.5,69.26,grapes
20.45,137.76,198.64,36.33,82.27,6.22,66.07,grapes
35.38,138.39,197.12,12.94,81.58,6.48,67.57,grapes
23.68,120.75,198.97,27.42,84.77,6.02,73.19,grapes
26.41,121.02,198.15,27.57,84.75,6.36,67.28,grapes
16.6,125.03,204.22,36.99,83.87,5.89,70.04,grapes
23.93,126.33,200.05,9.04,80.66,6.39,72.52,grapes
22.69,132.93,198.7,33.19,83.92,6.26,72.23,grapes
16.14,128.45,199.7,19.25,83.77,5.83,66.38,grapes
21.97,144.5,197.26,28.81,82.16,5.57,69.88,grapes
31.06,132.83,203.72,17.82,80.43,6.44,68.78,grapes
103.06,24.8,48.24,26.15,81.35,6.29,42.89,watermelon
112.45,10.57,52.17,26.83,85.28,6.54,49.22,watermelon
93.04,16.89,51.03,26.96,89.38,6.86,57.78,watermelon
98.71,21.44,53.95,25.18,89.62,6.42,52.02,watermelon
108.39,28.76,47.45,26.24,85.21,6.27,55.53,watermelon
102.09,21.52,48.23,25.44,86.17,6.4,43.97,watermelon
118.47,17.79,52.34,25.23,83.55,6.41,48.18,watermelon
101.77,18.59,49.97,24.4,84.96,6.17,42.52,watermelon
117.31,20.12,51.59,25.21,89.09,6.64,55.38,watermelon
94.74,29.0,53.2,26.56,81.72,6.27,45.71,watermelon
90.84,26.39,45.32,24.23,82.74,6.2,44.64,watermelon
111.92,19.08,45.06,25.29,84.08,6.11,53.52,watermelon
108.08,23.02,52.28,24.0,89.54,6.81,58.08,watermelon
80.63,28.35,53.1,26.51,80.93,6.74,59.2,watermelon
107.14,19.26,54.46,25.33,85.99,6.48,58.66,watermelon
83.04,17.53,51.87,26.38,85.83,6.91,58.84,watermelon
82.57,15.06,45.23,24.99,85.37,6.91,56.93,watermelon
85.1,7.33,50.89,25.6,82.66,6.9,58.55,watermelon
96.1,27.26,48.84,26.21,84.76,6.12,58.56,watermelon
98.16,23.36,48.67,24.06,81.01,6.5,53.8,watermelon
93.39,22.39,51.99,26.11,84.93,6.91,49.78,watermelon
98.01,9.98,48.08,24.13,86.34,6.25,46.08,watermelon
110.83,13.18,47.42,24.51,87.75,6.13,49.08,watermelon
100.28,22.18,51.33,26.43,80.45,6.3,45.6,watermelon
85.84,12.23,48.1,25.57,86.64,6.38,54.39,watermelon
93.45,12.26,50.41,24.07,80.8,6.42,58.86,watermelon
108.86,7.2,53.46,26.2,86.11,6.82,48.08,watermelon
88.86,17.8,50.49,25.61,85.65,6.95,58.04,watermelon
115.03,25.04,54.43,24.3,82.65,6.5,56.93,watermelon
100.21,23.7,46.39,24.76,87.32,6.16,47.03,watermelon
90.59,13.75,52.08,25.1,85.55,6.1,56.1,watermelon
94.8,21.21,52.25,24.63,88.85,6.62,48.57,watermelon
87.29,28.56,52.55,24.62,83.38,6.81,53.91,watermelon
110.63,16.03,52.16,25.16,82.11,6.63,59.52,watermelon
92.42,16.52,51.74,25.62,88.43,6.76,41.17,watermelon
119.94,23.81,53.64,25.95,88.56,6.11,46.95,watermelon
115.06,10.04,45.78,26.36,88.35,6.16,57.09,watermelon
107.47,18.0,53.3,25.26,81.94,6.28,50.1,watermelon
101.25,25.14,52.91,25.74,87.81,6.19,41.0,watermelon
114.95,6.89,47.47,26.09,84.09,6.88,45.96,watermelon
80.47,12.52,50.78,25.13,85.35,6.88,58.25,watermelon
90.64,16.55,50.49,26.85,89.99,6.24,54.54,watermelon
95.12,5.2,45.09,25.38,84.88,6.02,53.74,watermelon
91.76,19.0,48.01,24.5,84.07,6.23,50.7,watermelon
87.95,17.71,46.57,26.01,87.54,6.11,49.36,watermelon
82.83,19.95,47.64,25.58,85.17,6.92,50.98,watermelon
103.32,15.04,54.49,26.33,82.85,6.84,48.65,watermelon
113.15,25.57,46.89,26.1,82.91,6.3,45.93,watermelon
109.02,10.75,45.01,26.15,81.71,6.1,44.75,watermelon
95.2,16.9,45.45,26.91,87.16,6.32,46.37,watermelon
97.94,20.66,46.46,24.57,88.59,6.26,47.6,watermelon
114.85,21.58,48.42,26.05,80.2,6.74,49.74,watermelon
112.53,28.87,54.26,26.73,85.12,6.36,49.3,watermelon
107.6,27.1,47.07,26.75,88.15,6.98,57.61,watermelon
91.2,7.65,46.12,24.87,86.14,6.8,57.99,watermelon
104.95,5.14,46.86,24.3,83.63,6.5,40.87,watermelon
93.94,9.48,51.47,25.39,84.95,6.43,59.12,watermelon
88.59,17.92,52.36,25.67,89.29,6.38,49.27,watermelon
83.54,20.22,47.88,24.48,85.45,6.53,41.52,watermelon
107.93,20.59,46.89,25.41,87.2,6.53,47.91,watermelon
92.89,20.26,54.39,26.02,80.75,6.46,57.82,watermelon
83.78,29.72,54.49,24.23,89.33,6.36,56.89,watermelon
96.74,16.02,51.34,26.32,80.34,6.59,43.73,watermelon
93.84,13.7,49.69,25.0,81.07,6.15,40.67,watermelon
98.81,28.86,46.16,26.84,87.33,6.64,52.91,watermelon
113.07,7.67,50.05,26.09,85.87,6.83,41.45,watermelon
107.63,18.35,48.79,25.02,86.21,6.89,49.92,watermelon
112.99,15.05,46.02,24.18,80.51,6.38,46.74,watermelon
108.72,23.57,45.51,24.66,82.74,6.55,42.89,watermelon
85.36,28.59,53.04,24.54,84.07,6.36,55.82,watermelon
100.41,8.2,52.39,25.19,82.63,6.38,49.96,watermelon
93.72,11.05,48.99,24.06,87.72,6.17,40.88,watermelon
106.15,24.35,53.14,25.48,82.05,6.74,53.99,watermelon
89.85,27.59,46.04,26.95,88.6,6.69,58.77,watermelon
108.89,9.76,49.42,24.21,83.9,6.74,47.73,watermelon
93.21,19.88,53.72,24.14,83.85,6.16,53.91,watermelon
84.23,21.62,47.86,24.6,89.36,6.02,48.76,watermelon
80.87,17.09,50.01,24.96,81.32,6.38,53.45,watermelon
111.3,18.27,50.9,24.6,82.87,6.16,44.99,watermelon
89.0,17.99,50.63,26.83,81.96,6.64,56.35,watermelon
102.41,11.38,47.63,24.12,83.05,6.74,40.95,watermelon
88.77,22.66,52.83,25.37,86.98,6.39,43.2,watermelon
95.93,19.5,54.48,24.21,85.07,6.33,50.17,watermelon
80.96,12.83,53.2,25.66,84.51,6.29,45.96,watermelon
95.32,25.89,54.67,25.32,83.93,6.85,48.54,watermelon
102.08,10.77,52.44,25.6,88.09,6.78,44.3,watermelon
108.63,25.0,48.46,24.52,80.03,6.45,47.05,watermelon
102.2,9.7,53.6,24.77,82.26,6.48,49.98,watermelon
88.6,11.8,46.7,26.16,87.7,6.46,54.28,watermelon
109.44,8.46,54.66,26.46,82.04,6.19,42.51,watermelon
85.54,23.7,49.7,26.35,87.46,6.6,53.73,watermelon
80.73,12.79,51.38,24.03,80.33,6.85,53.68,watermelon
90.61,22.2,52.92,24.92,80.36,6.93,46.9,watermelon
84.26,17.3,52.68,24.66,82.69,6.24,59.83,watermelon
87.9,19.39,54.25,24.44,89.71,6.95,57.69,watermelon
88.58,20.85,52.61,26.96,81.8,6.77,46.78,watermelon
87.03,15.53,52.94,25.39,85.38,7.0,47.98,watermelon
104.62,14.13,48.93,26.09,89.38,6.54,55.37,watermelon
83.57,10.28,50.02,24.06,82.53,6.52,40.3,watermelon
90.58,17.85,50.73,26.78,86.45,6.41,58.61,watermelon
111.4,10.0,46.31,29.03,92.8,6.63,27.39,muskmelon
105.01,29.66,50.34,27.34,94.14,6.2,27.77,muskmelon
118.28,22.42,50.96,28.38,91.82,6.28,26.36,muskmelon
110.05,21.96,46.98,28.48,93.96,6.38,25.37,muskmelon
110.85,21.53,49.09,29.69,90.81,6.8,21.19,muskmelon
80.6,27.25,47.45,29.19,94.06,6.69,29.92,muskmelon
91.76,22.76,46.15,28.22,94.24,6.29,25.91,muskmelon
100.15,21.15,54.73,27.17,92.87,6.69,24.81,muskmelon
83.14,19.01,48.32,27.46,94.25,6.42,29.33,muskmelon
112.24,22.32,45.05,28.28,90.99,6.73,21.75,muskmelon
91.44,17.92,47.63,27.63,93.0,6.07,20.58,muskmelon
94.89,23.02,50.55,28.27,92.83,6.29,29.36,muskmelon
82.2,21.83,53.91,29.41,90.92,6.24,27.17,muskmelon
83.37,25.3,52.19,29.19,90.5,6.57,26.8,muskmelon
113.24,6.04,45.23,28.12,90.74,6.45,29.17,muskmelon
95.66,26.12,45.0,27.51,90.15,6.26,29.08,muskmelon
83.88,20.16,49.51,29.82,90.61,6.17,20.3,muskmelon
97.36,11.95,53.7,28.81,93.07,6.43,20.92,muskmelon
97.8,29.99,53.35,29.68,94.12,6.08,22.27,muskmelon
80.12,12.59,46.09,28.42,93.39,6.7,27.49,muskmelon
117.54,6.35,45.12,28.98,91.45,6.2,23.31,muskmelon
90.79,17.79,49.4,28.54,93.36,6.31,22.51,muskmelon
86.65,13.74,52.42,29.27,93.33,6.19,25.88,muskmelon
102.83,17.11,50.5,28.48,92.83,6.57,21.1,muskmelon
109.99,8.4,45.67,29.93,94.78,6.05,24.43,muskmelon
87.45,17.13,53.3,29.85,93.17,6.28,26.03,muskmelon
92.48,27.75,53.7,28.67,91.62,6.23,20.33,muskmelon
112.63,16.26,48.25,28.41,94.09,6.1,28.58,muskmelon
115.9,28.67,48.97,27.65,91.87,6.27,21.76,muskmelon
104.29,16.92,53.66,27.1,93.22,6.61,27.59,muskmelon
115.44,23.23,54.28,28.0,92.52,6.01,20.07,muskmelon
89.61,7.52,47.6,27.53,90.14,6.73,20.08,muskmelon
109.44,8.8,54.12,29.68,93.27,6.54,20.05,muskmelon
119.39,26.95,53.95,28.98,91.72,6.71,22.92,muskmelon
102.51,7.49,54.22,27.42,91.12,6.45,27.64,muskmelon
104.77,10.8,45.01,29.27,94.93,6.65,24.6,muskmelon
116.15,15.25,50.25,28.43,92.24,6.62,25.27,muskmelon
92.67,11.45,45.38,28.75,91.15,6.12,26.54,muskmelon
107.25,23.8,50.04,29.68,94.68,6.65,26.36,muskmelon
92.15,29.57,47.74,27.61,92.21,6.05,29.78,muskmelon
103.54,18.92,51.56,28.49,90.16,6.49,27.16,muskmelon
96.67,23.93,47.27,27.66,90.81,6.3,28.47,muskmelon
113.12,14.57,50.89,29.16,91.21,6.13,29.72,muskmelon
104.7,29.54,48.38,29.11,91.11,6.21,25.12,muskmelon
92.78,9.19,47.63,27.11,93.52,6.39,20.94,muskmelon
86.87,7.56,51.13,27.28,93.77,6.02,22.49,muskmelon
115.63,22.96,45.73,29.46,92.47,6.68,26.01,muskmelon
107.27,29.84,47.32,28.87,92.3,6.03,20.14,muskmelon
84.77,21.23,50.67,28.66,90.16,6.38,29.25,muskmelon
95.9,20.62,52.8,29.35,92.6,6.69,23.91,muskmelon
115.55,11.01,47.8,27.16,93.98,6.33,22.29,muskmelon
89.27,27.53,53.34,28.66,93.08,6.38,23.92,muskmelon
116.62,8.14,49.18,28.03,92.49,6.37,25.19,muskmelon
85.6,17.83,47.42,27.55,90.32,6.61,24.27,muskmelon
105.07,23.19,51.79,28.41,91.94,6.3,26.4,muskmelon
99.79,26.23,53.75,27.51,90.68,6.5,23.01,muskmelon
80.74,27.22,47.27,29.79,93.59,6.61,22.01,muskmelon
89.37,18.03,46.72,27.92,91.61,6.13,22.05,muskmelon
111.54,9.18,45.28,28.89,94.88,6.26,21.19,muskmelon
102.82,27.66,52.84,28.87,91.58,6.43,20.91,muskmelon
107.16,23.13,54.65,27.78,90.09,6.44,27.07,muskmelon
111.62,9.84,47.62,28.54,91.65,6.69,24.74,muskmelon
111.98,19.52,52.73,28.0,94.16,6.22,25.46,muskmelon
88.56,16.89,48.18,27.8,94.83,6.13,27.87,muskmelon
119.37,5.5,51.99,27.76,90.2,6.32,29.35,muskmelon
80.47,19.7,50.01,29.62,90.42,6.55,26.8,muskmelon
106.76,28.56,53.23,27.13,92.36,6.32,23.1,muskmelon
98.05,14.6,49.32,29.94,90.44,6.74,24.8,muskmelon
104.95,25.75,48.6,28.29,92.05,6.3,29.26,muskmelon
113.16,7.72,46.08,28.28,90.49,6.5,21.44,muskmelon
100.89,5.18,48.17,29.03,92.42,6.78,28.74,muskmelon
94.36,6.14,53.46,29.73,94.1,6.1,29.98,muskmelon
90.34,23.11,54.08,27.71,94.54,6.25,29.76,muskmelon
91.25,28.84,45.54,29.13,92.66,6.38,22.23,muskmelon
108.22,9.77,50.53,27.76,94.78,6.02,22.0,muskmelon
89.69,15.35,47.33,28.47,94.36,6.57,25.8,muskmelon
83.56,22.35,46.66,29.36,91.25,6.33,23.5,muskmelon
114.35,8.16,50.66,27.43,93.52,6.72,24.35,muskmelon
99.52,28.19,50.21,28.46,92.89,6.55,21.07,muskmelon
112.84,15.89,45.72,29.36,91.88,6.08,26.34,muskmelon
115.21,27.19,54.58,29.6,90.01,6.3,28.19,muskmelon
94.65,20.04,51.06,28.1,94.52,6.4,24.65,muskmelon
119.9,17.34,46.78,28.54,94.07,6.62,27.89,muskmelon
108.32,11.36,53.62,29.68,90.97,6.1,29.76,muskmelon
114.73,27.33,53.86,28.63,93.23,6.44,20.51,muskmelon
109.82,17.63,51.48,28.51,92.46,6.14,22.79,muskmelon
86.35,9.89,54.73,27.46,91.35,6.47,26.1,muskmelon
86.16,24.84,52.85,27.71,91.44,6.75,28.26,muskmelon
107.91,7.06,49.18,28.68,90.94,6.36,26.01,muskmelon
93.1,24.52,53.4,27.97,94.19,6.08,28.38,muskmelon
86.11,7.07,51.42,28.42,94.54,6.29,22.87,muskmelon
100.03,16.4,48.44,29.08,93.8,6.68,29.73,muskmelon
90.67,22.9,48.94,29.03,92.38,6.8,27.29,muskmelon
118.1,25.87,54.03,29.44,92.3,6.2,23.7,muskmelon
80.81,18.1,50.05,28.58,94.87,6.73,21.62,muskmelon
94.76,15.6,48.61,29.4,92.62,6.46,28.53,muskmelon
112.24,8.31,52.14,28.31,91.47,6.04,24.87,muskmelon
94.22,11.29,51.95,29.31,91.22,6.04,28.49,muskmelon
80.4,28.43,51.28,27.97,91.23,6.01,22.35,muskmelon
85.51,20.3,46.67,28.59,92.95,6.24,20.35,muskmelon
11.12,120.66,202.39,21.95,93.98,5.93,111.32,apple
25.39,137.83,197.74,21.36,92.78,5.83,111.06,apple
29.41,132.35,201.2,22.63,93.7,6.21,113.35,apple
30.37,141.84,199.32,22.24,93.82,6.08,101.78,apple
36.76,120.77,202.48,23.28,94.77,5.55,114.92,apple
22.84,128.27,195.9,22.69,92.4,5.6,115.31,apple
32.14,139.18,204.05,22.23,94.77,6.37,107.41,apple
14.78,130.88,199.02,22.73,92.92,6.25,112.75,apple
13.14,141.46,198.1,23.91,90.59,6.46,102.28,apple
16.93,121.16,202.05,23.55,92.17,6.43,114.76,apple
28.9,141.14,197.97,22.06,94.53,6.4,124.41,apple
37.06,123.18,203.24,22.23,94.95,5.97,113.85,apple
25.89,128.04,195.75,23.69,94.01,5.64,119.42,apple
28.78,130.23,197.54,23.58,93.5,6.05,115.24,apple
12.73,131.85,196.94,21.63,93.31,6.41,110.09,apple
16.23,136.22,203.71,23.24,94.34,6.04,118.8,apple
14.2,128.71,198.9,22.53,94.65,6.37,103.36,apple
15.18,128.94,197.91,22.84,94.51,6.46,116.34,apple
35.14,133.13,197.08,22.57,92.78,6.24,105.5,apple
21.05,129.1,204.59,22.33,93.78,6.25,106.64,apple
27.16,142.36,199.75,23.84,91.07,5.57,122.29,apple
35.43,144.81,201.79,23.81,94.13,6.34,114.23,apple
21.47,143.36,199.32,22.62,92.23,6.06,111.76,apple
11.44,142.05,199.44,22.77,90.7,5.5,106.13,apple
31.14,122.48,204.09,21.65,91.02,5.68,100.35,apple
33.15,141.88,201.14,21.56,91.43,5.98,123.86,apple
17.42,138.29,199.39,21.89,92.28,5.57,119.97,apple
17.3,138.14,195.68,23.87,90.97,6.38,120.24,apple
39.04,131.95,202.27,22.11,90.92,5.94,104.14,apple
39.46,122.41,200.89,22.88,92.69,6.16,102.9,apple
26.65,127.18,204.4,23.29,94.86,5.54,107.13,apple
15.86,120.28,197.42,23.04,91.16,6.01,122.2,apple
30.81,129.87,198.72,22.37,90.89,6.13,109.1,apple
35.57,138.91,201.11,22.09,91.05,6.28,112.16,apple
16.74,124.88,196.65,23.33,91.14,6.03,111.29,apple
27.39,141.93,203.68,22.35,90.08,5.93,115.15,apple
26.73,136.28,196.54,22.94,90.91,6.25,108.48,apple
31.3,121.2,199.08,23.12,91.13,6.3,115.77,apple
27.63,128.84,199.82,22.79,92.36,6.2,110.84,apple
16.07,125.35,195.06,21.9,93.74,6.29,105.06,apple
38.77,132.56,204.17,23.12,93.61,5.59,105.5,apple
10.26,137.9,198.44,23.36,91.69,6.32,103.27,apple
15.2,128.52,199.08,22.05,93.82,5.6,108.78,apple
35.12,121.67,204.42,23.96,90.44,5.79,109.31,apple
33.29,134.9,201.44,23.27,90.59,6.33,117.64,apple
27.32,142.24,202.0,21.61,92.15,5.99,101.38,apple
38.64,123.21,201.97,22.52,90.13,6.42,121.3,apple
25.73,125.72,196.22,22.09,91.28,6.01,124.16,apple
27.25,142.25,201.51,22.43,94.27,5.97,121.72,apple
18.75,123.22,203.55,22.76,94.45,6.44,101.34,apple
25.03,129.37,201.26,23.38,91.4,6.06,117.72,apple
14.03,140.35,201.06,23.85,91.7,5.61,112.66,apple
12.57,144.24,195.39,23.26,92.63,5.87,101.65,apple
28.67,134.63,197.81,23.73,91.52,5.95,113.59,apple
13.01,143.3,198.75,21.24,91.94,6.1,112.84,apple
30.84,121.39,197.85,23.46,90.4,6.36,102.3,apple
35.03,129.02,201.12,21.46,90.33,5.72,103.2,apple
19.37,132.86,200.89,23.37,93.28,6.11,110.29,apple
24.21,130.36,203.42,21.69,90.03,6.15,105.06,apple
36.7,141.48,195.77,21.32,92.48,6.11,106.87,apple
31.5,134.87,198.25,21.08,93.75,5.71,120.86,apple
22.61,134.43,203.73,23.59,91.86,5.71,119.38,apple
22.99,124.8,204.04,21.59,90.13,5.52,115.56,apple
29.85,127.78,198.2,22.02,93.4,5.56,123.23,apple
16.68,144.99,196.72,23.31,91.12,5.58,121.87,apple
35.76,130.09,202.02,22.67,94.26,5.82,113.09,apple
24.56,128.85,203.91,21.5,90.75,6.08,116.44,apple
15.84,129.77,204.47,21.74,93.34,6.24,111.2,apple
38.13,138.42,199.58,22.71,93.46,6.09,121.97,apple
20.71,127.5,197.14,21.11,90.22,6.37,116.96,apple
29.82,135.37,203.49,22.44,94.35,5.86,123.17,apple
30.96,126.43,200.64,22.6,90.69,6.09,107.87,apple
11.57,143.72,201.41,23.63,93.38,5.86,112.82,apple
30.27,144.01,197.54,23.62,94.62,6.17,123.28,apple
21.94,143.83,202.03,21.13,94.53,5.98,111.51,apple
26.99,123.73,199.69,23.49,90.08,5.77,100.06,apple
22.47,138.21,202.99,23.84,93.04,5.75,123.1,apple
33.26,134.36,201.96,23.77,93.56,5.87,117.83,apple
11.21,129.66,199.06,21.5,90.12,5.63,116.37,apple
34.07,144.71,198.46,22.8,94.69,5.67,117.94,apple
32.65,122.22,203.61,23.44,90.17,5.59,101.23,apple
20.04,132.73,200.32,21.8,94.56,5.87,101.14,apple
19.01,133.28,199.08,21.82,90.66,6.32,124.9,apple
19.89,129.54,201.18,23.16,91.96,6.4,114.0,apple
23.51,136.17,204.53,23.38,90.2,5.83,111.76,apple
19.44,137.5,203.26,23.19,94.95,5.77,121.87,apple
33.0,129.05,202.34,21.31,93.95,6.03,107.31,apple
29.67,136.04,197.09,21.09,92.17,6.07,121.92,apple
37.85,133.22,202.54,22.32,93.73,5.7,109.28,apple
29.03,120.45,202.22,23.51,92.0,5.95,121.28,apple
33.27,127.2,198.24,23.04,92.82,5.66,107.75,apple
37.0,137.2,204.86,23.3,94.71,5.72,119.29,apple
10.61,136.77,199.69,22.04,94.31,6.35,100.56,apple
28.29,129.2,199.16,23.5,91.55,6.44,104.49,apple
29.88,136.8,197.52,21.97,94.17,6.26,108.23,apple
26.02,121.54,197.09,22.46,90.43,6.34,117.95,apple
38.31,137.34,204.4,22.66,93.0,6.48,116.05,apple
10.92,138.1,204.05,23.39,92.92,6.17,124.75,apple
12.72,136.68,197.83,22.92,93.04,5.65,105.17,apple
28.65,123.21,197.65,23.51,91.64,5.99,123.53,apple
16.81,14.74,11.06,28.88,94.51,7.83,115.53,orange
16.85,5.62,8.84,13.54,93.55,7.32,100.88,orange
35.1,11.22,9.32,26.7,92.15,6.88,101.31,orange
22.04,24.12,14.15,20.34,92.12,7.41,118.86,orange
18.01,16.0,12.96,25.24,90.55,7.26,103.73,orange
25.31,18.23,13.76,21.56,91.4,6.46,117.49,orange
15.13,15.65,6.87,29.33,92.37,6.7,107.22,orange
35.57,18.84,12.18,32.43,94.51,6.66,119.05,orange
10.75,14.42,13.96,16.87,91.37,6.61,112.25,orange
23.15,23.17,13.95,26.85,91.02,7.87,105.29,orange
14.5,7.25,10.63,12.84,90.69,6.6,105.63,orange
28.13,25.42,12.61,16.56,91.23,7.93,100.16,orange
36.39,9.99,14.47,18.56,92.2,7.41,111.75,orange
19.54,18.85,12.31,11.06,90.06,6.92,102.64,orange
29.93,10.35,9.33,14.94,92.74,6.23,100.46,orange
11.53,28.86,6.42,27.71,90.34,6.22,110.18,orange
23.95,28.79,14.45,29.49,93.01,6.91,107.12,orange
38.41,20.07,10.79,15.8,90.23,7.89,106.27,orange
23.28,7.87,13.37,10.69,94.17,6.28,117.73,orange
31.89,9.12,10.66,17.82,90.89,7.72,108.07,orange
21.96,9.25,8.83,31.79,91.82,7.9,118.93,orange
14.35,9.43,13.63,19.82,90.02,6.55,111.95,orange
33.98,8.33,6.11,33.05,93.76,7.18,115.38,orange
22.87,23.96,8.72,16.1,93.65,6.84,119.63,orange
20.48,28.04,14.33,16.05,93.99,6.87,118.35,orange
23.5,23.61,9.67,15.7,91.0,6.85,115.11,orange
28.15,22.22,7.82,22.04,90.22,7.64,119.8,orange
22.21,5.27,6.7,26.31,93.06,7.58,105.08,orange
32.91,22.2,8.23,23.64,90.74,6.91,117.62,orange
22.64,25.99,10.9,14.8,92.91,7.01,107.97,orange
13.59,15.42,5.73,12.47,92.08,6.61,118.51,orange
21.27,23.95,10.3,27.6,91.3,7.88,110.6,orange
34.94,14.13,6.0,26.84,90.04,6.95,103.86,orange
28.82,29.49,9.64,30.44,92.54,6.99,118.61,orange
36.7,24.65,7.96,23.63,91.12,6.89,109.68,orange
34.95,27.4,9.15,10.44,94.31,6.35,112.44,orange
10.75,14.99,14.86,12.52,92.12,6.61,118.1,orange
36.08,10.94,5.81,25.68,91.68,7.34,100.64,orange
14.0,22.16,7.12,31.44,90.29,6.43,119.97,orange
22.99,22.57,6.83,25.25,93.63,6.63,116.58,orange
28.1,14.73,10.58,24.42,90.83,6.81,106.87,orange
22.03,24.03,9.83,33.51,91.47,6.83,115.74,orange
26.38,18.68,5.53,19.96,91.35,8.0,106.17,orange
36.53,21.91,8.41,23.59,94.2,7.77,103.21,orange
20.19,13.38,5.42,24.96,94.27,6.76,114.8,orange
28.83,14.39,6.41,27.73,94.27,7.37,100.36,orange
16.49,6.74,10.7,28.91,90.55,7.68,111.11,orange
30.7,29.29,5.84,32.53,90.63,6.79,117.03,orange
37.19,17.66,10.94,27.7,94.16,6.24,116.2,orange
24.44,16.27,9.24,22.73,94.73,7.1,119.06,orange
15.41,23.1,13.12,26.98,93.03,7.13,117.22,orange
34.65,8.06,13.49,20.35,91.27,7.74,108.64,orange
34.25,11.59,5.04,22.39,90.5,7.51,105.52,orange
23.31,7.18,7.87,29.54,90.76,7.29,118.35,orange
30.4,25.28,6.09,16.27,94.47,7.43,112.79,orange
29.91,15.36,5.45,29.61,93.39,6.95,118.0,orange
20.08,12.36,13.73,29.92,92.57,6.26,104.3,orange
29.69,14.63,13.36,33.75,94.03,6.76,115.77,orange
20.54,9.18,5.33,19.64,94.52,6.48,104.13,orange
39.09,5.63,12.86,18.03,90.19,7.84,102.79,orange
26.55,11.85,5.65,11.25,90.58,6.14,115.21,orange
24.57,13.57,9.18,33.22,94.55,7.43,117.69,orange
19.59,14.53,11.14,25.59,92.41,6.8,119.72,orange
34.63,15.87,12.27,16.74,90.5,6.7,108.06,orange
10.5,25.37,8.59,24.51,90.37,6.35,117.79,orange
28.26,28.76,14.99,19.3,91.49,7.72,119.97,orange
28.89,24.88,12.82,18.88,92.87,7.67,113.76,orange
10.63,13.42,6.44,15.82,94.53,6.07,104.4,orange
19.29,20.42,10.34,15.46,90.82,6.47,110.05,orange
18.14,28.69,9.64,11.47,93.65,6.66,113.07,orange
18.39,19.27,12.72,33.2,91.31,6.67,109.29,orange
37.82,27.53,5.9,13.3,92.48,6.21,106.91,orange
14.45,20.9,14.49,34.92,91.88,7.2,117.13,orange
13.52,22.24,9.09,15.15,92.01,6.15,113.91,orange
17.58,12.79,6.21,31.62,92.47,7.14,111.39,orange
22.31,9.81,12.45,13.18,90.52,7.42,104.18,orange
19.2,16.88,9.49,27.71,93.12,7.29,114.28,orange
18.78,13.06,9.38,17.69,94.92,7.63,103.29,orange
10.17,6.07,7.44,12.86,92.67,7.72,114.74,orange
16.47,14.98,10.08,30.26,94.2,7.82,110.18,orange
30.83,7.8,10.65,16.22,92.16,7.27,105.14,orange
11.57,5.26,5.22,10.21,90.55,6.48,104.42,orange
39.6,12.65,6.27,23.64,94.29,7.36,105.92,orange
26.85,22.87,12.28,26.66,94.35,7.74,111.58,orange
22.9,21.04,13.18,10.14,94.96,6.37,109.4,orange
36.16,10.63,9.77,13.31,91.98,6.35,107.27,orange
21.2,29.83,14.95,12.87,93.63,6.1,100.6,orange
13.16,29.14,14.41,14.85,90.81,6.48,110.31,orange
27.09,10.54,12.57,17.74,94.61,7.31,108.73,orange
33.7,25.45,7.9,18.49,94.68,6.33,100.84,orange
23.62,25.03,12.72,32.99,92.67,6.2,111.77,orange
33.35,7.33,6.73,10.31,92.97,7.77,113.41,orange
39.46,6.58,14.03,30.35,91.57,7.95,105.76,orange
36.68,27.02,12.58,24.09,90.6,7.06,107.14,orange
33.77,23.95,14.11,10.37,94.05,7.88,115.79,orange
13.91,7.03,5.21,25.72,93.15,7.97,107.96,orange
19.96,20.61,13.26,33.42,94.02,6.85,112.7,orange
35.69,17.27,7.17,14.24,90.0,7.44,102.22,orange
17.32,12.45,10.6,19.95,93.37,6.11,102.48,orange
24.98,13.42,7.96,11.68,94.48,7.38,102.43,orange
32.6,69.37,51.81,31.77,93.51,6.88,225.8,papaya
49.12,55.75,45.11,42.46,93.02,6.6,241.16,papaya
66.6,69.73,53.74,43.95,91.22,6.92,230.53,papaya
39.24,47.46,54.79,29.22,94.35,6.5,142.31,papaya
48.63,50.97,51.9,34.88,90.39,6.58,182.69,papaya
37.42,64.81,49.16,24.96,92.42,6.55,154.18,papaya
39.58,66.49,54.25,40.35,91.67,6.64,200.41,papaya
58.87,69.83,46.32,24.04,93.47,6.92,233.1,papaya
57.14,68.85,50.11,42.19,94.84,6.92,174.07,papaya
37.85,58.7,49.53,41.43,90.5,6.63,222.7,papaya
